ID,Model,Rater,C1_1,C1_2,C1_3,C1_4,C1_5
17,GPT35,R3,5,5,5,5,5
17,GPT35,R2,5,3,3,3,3
17,GPT4,R1,4,4,4,5,5
17,GPT4,R3,5,2,2,5,5
17,GPT4,R2,5,3,3,5,5
17,Llama,R1,5,5,4,5,4
17,Llama,R3,5,5,5,5,5
17,Llama,R2,5,5,5,5,5
18,GPT35,R1,5,5,4,5,5
18,GPT35,R3,5,5,5,5,5
18,GPT35,R2,5,5,5,5,4
18,GPT4,R1,5,5,3,3,1
18,GPT4,R3,5,5,5,5,2
18,GPT4,R2,5,5,3,5,5
18,Llama,R1,5,5,4,5,5
18,Llama,R3,5,5,5,5,5
18,Llama,R2,5,5,5,5,5
19,GPT35,R1,5,5,5,5,5
19,GPT35,R3,5,5,5,5,5
19,GPT35,R2,5,5,5,5,5
19,GPT4,R1,5,5,5,5,4
19,GPT4,R3,5,5,5,5,3
19,GPT4,R2,5,5,5,5,3
19,Llama,R1,5,5,5,5,3
19,Llama,R3,5,5,5,5,2
19,Llama,R2,5,5,5,5,3
20,GPT35,R1,5,5,5,5,5
20,GPT35,R3,5,5,5,5,5
20,GPT35,R2,5,5,5,5,5
20,GPT4,R1,5,5,5,5,4
20,GPT4,R3,4,5,5,5,5
20,GPT4,R2,5,5,5,5,3
20,Llama,R1,4,5,4,4,2
20,Llama,R3,5,5,5,5,2
20,Llama,R2,5,5,5,5,3
21,GPT35,R1,3,5,4,5,5
21,GPT35,R3,2,5,5,5,5
21,GPT35,R2,5,5,3,5,5
21,GPT4,R1,5,5,5,5,4
21,GPT4,R3,5,5,5,5,5
21,GPT4,R2,5,5,2,5,3
21,Llama,R1,5,5,5,5,2
21,Llama,R3,5,5,5,5,3
21,Llama,R2,5,5,3,5,3
22,GPT35,R1,5,4,5,5,5
22,GPT35,R3,5,5,5,5,5
22,GPT35,R2,5,5,5,5,5
22,GPT4,R1,5,4,5,5,3
22,GPT4,R3,2,5,5,5,5
22,GPT4,R2,5,5,5,5,3
22,Llama,R1,5,4,5,5,1
22,Llama,R3,5,5,5,5,2
22,Llama,R2,5,5,5,5,3
23,GPT35,R1,5,5,4,5,5
23,GPT35,R3,5,5,5,5,5
23,GPT35,R2,5,5,4,5,5
23,GPT4,R1,5,5,5,5,4
23,GPT4,R3,5,5,5,5,3
23,GPT4,R2,5,5,5,5,3
23,Llama,R1,5,5,4,5,5
23,Llama,R3,5,5,5,5,5
23,Llama,R2,5,5,4,5,5
24,GPT35,R1,5,5,5,5,5
24,GPT35,R3,5,5,5,5,5
24,GPT35,R2,5,5,5,5,5
24,GPT4,R1,5,5,5,5,4
24,GPT4,R3,5,5,5,5,5
24,GPT4,R2,5,5,5,5,4
24,Llama,R1,5,5,5,5,3
24,Llama,R3,5,5,5,5,2
24,Llama,R2,5,5,5,5,4
25,GPT35,R1,5,5,5,5,5
25,GPT35,R3,5,5,5,5,5
25,GPT35,R2,5,5,5,5,5
25,GPT4,R1,5,5,5,5,4
25,GPT4,R3,5,5,5,5,5
25,GPT4,R2,5,5,5,5,5
25,Llama,R1,5,5,5,5,3
25,Llama,R3,5,5,5,5,2
25,Llama,R2,5,5,4,5,3
26,GPT35,R1,5,5,5,5,5
26,GPT35,R3,5,5,5,5,5
26,GPT35,R2,5,5,4,5,5
26,GPT4,R1,5,5,5,5,4
26,GPT4,R3,5,5,5,5,5
26,GPT4,R2,5,5,4,5,5
26,Llama,R1,5,5,5,5,3
26,Llama,R3,5,5,5,5,2
26,Llama,R2,5,5,4,5,4
27,GPT35,R1,5,5,5,5,5
27,GPT35,R3,5,5,5,5,5
27,GPT35,R2,5,5,5,5,5
27,GPT4,R1,5,5,5,5,5
27,GPT4,R3,5,5,5,5,5
27,GPT4,R2,5,5,5,5,5
27,Llama,R1,5,5,5,5,5
27,Llama,R3,5,5,5,5,5
27,Llama,R2,5,5,5,5,5
28,GPT35,R1,5,5,2,5,5
28,GPT35,R3,5,4,5,5,5
28,GPT35,R2,5,5,2,5,5
28,GPT4,R1,5,5,2,5,5
28,GPT4,R3,5,4,5,5,5
28,GPT4,R2,5,5,2,5,5
28,Llama,R1,5,5,5,5,3
28,Llama,R3,5,5,5,5,5
28,Llama,R2,5,5,5,5,4
29,GPT35,R1,5,2,2,2,2
29,GPT35,R3,5,5,5,5,5
29,GPT35,R2,5,5,2,5,5
29,GPT4,R1,5,5,5,5,3
29,GPT4,R3,5,5,5,5,2
29,GPT4,R2,5,5,5,5,4
29,Llama,R1,5,5,2,5,5
29,Llama,R3,5,5,5,5,5
29,Llama,R2,5,5,2,5,5
30,GPT35,R1,5,5,5,5,5
30,GPT35,R3,5,5,5,5,5
30,GPT35,R2,5,5,3,5,5
30,GPT4,R1,5,5,5,5,5
30,GPT4,R3,5,5,5,5,5
30,GPT4,R2,5,3,5,5,4
30,Llama,R1,5,5,5,5,3
30,Llama,R3,5,5,5,5,3
30,Llama,R2,5,5,4,5,3
31,GPT35,R1,5,5,5,5,5
31,GPT35,R3,5,5,5,5,5
31,GPT35,R2,5,5,4,5,5
31,GPT4,R1,5,5,5,5,5
31,GPT4,R3,5,5,5,5,4
31,GPT4,R2,5,5,4,5,4
31,Llama,R1,5,5,5,5,3
31,Llama,R3,5,5,5,5,4
31,Llama,R2,5,5,5,5,4
32,GPT35,R1,5,5,3,5,5
32,GPT35,R3,5,5,5,5,5
32,GPT35,R2,5,5,3,5,5
32,GPT4,R1,5,5,3,5,3
32,GPT4,R3,5,5,5,5,5
32,GPT4,R2,5,5,3,5,3
32,Llama,R1,5,5,5,5,5
32,Llama,R3,5,5,5,5,5
32,Llama,R2,5,5,3,5,5
33,GPT35,R1,5,5,3,5,5
33,GPT35,R3,5,2,5,5,5
33,GPT35,R2,5,5,3,5,5
33,GPT4,R1,5,3,5,2,2
33,GPT4,R3,5,5,5,5,3
33,GPT4,R2,5,2,3,5,2
33,Llama,R1,5,5,5,5,3
33,Llama,R3,5,5,5,5,5
33,Llama,R2,5,5,3,5,3
34,GPT35,R1,5,5,5,5,5
34,GPT35,R3,5,5,5,5,5
34,GPT35,R2,5,5,5,5,5
34,GPT4,R1,5,5,5,5,5
34,GPT4,R3,5,5,5,5,5
34,GPT4,R2,5,5,5,5,5
34,Llama,R1,5,5,5,3,1
34,Llama,R3,5,5,5,5,3
34,Llama,R2,5,5,5,5,4
35,GPT35,R1,5,5,5,5,5
35,GPT35,R3,5,5,5,5,5
35,GPT35,R2,5,5,5,5,5
35,GPT4,R1,5,5,5,5,4
35,GPT4,R3,5,5,5,5,5
35,GPT4,R2,5,5,4,5,5
35,Llama,R1,5,5,5,5,2
35,Llama,R3,5,5,5,5,3
35,Llama,R2,5,5,5,5,4
36,GPT35,R1,2,5,3,5,3
36,GPT35,R3,5,5,5,5,5
36,GPT35,R2,5,5,5,5,5
36,GPT4,R1,4,5,3,5,3
36,GPT4,R3,5,5,5,5,5
36,GPT4,R2,5,5,5,5,5
36,Llama,R1,4,5,3,5,3
36,Llama,R3,5,5,5,5,5
36,Llama,R2,5,5,5,5,5
37,GPT35,R1,5,5,5,5,5
37,GPT35,R3,5,5,5,5,5
37,GPT35,R2,5,5,5,4,5
37,GPT4,R1,5,5,5,5,1
37,GPT4,R3,5,5,5,5,2
37,GPT4,R2,5,5,5,4,4
37,Llama,R1,5,5,5,5,1
37,Llama,R3,5,5,5,5,2
37,Llama,R2,5,2,5,5,5
38,GPT35,R1,2,5,2,3,3
38,GPT35,R3,5,5,5,5,5
38,GPT35,R2,5,5,5,5,5
38,GPT4,R1,5,5,3,5,3
38,GPT4,R3,5,5,5,5,5
38,GPT4,R2,5,5,3,5,5
38,Llama,R1,5,5,3,4,3
38,Llama,R3,5,5,5,5,5
38,Llama,R2,5,5,5,5,5
39,GPT35,R1,5,5,5,5,5
39,GPT35,R3,5,5,5,5,5
39,GPT35,R2,5,5,5,5,5
39,GPT4,R1,5,5,5,5,5
39,GPT4,R3,5,5,5,5,5
39,GPT4,R2,5,5,5,5,5
39,Llama,R1,5,5,5,5,2
39,Llama,R3,5,5,5,5,2
39,Llama,R2,5,5,5,4,4
40,GPT35,R1,5,5,3,5,5
40,GPT35,R3,5,5,5,5,5
40,GPT35,R2,5,5,3,5,5
40,GPT4,R1,5,5,5,5,3
40,GPT4,R3,5,5,5,5,4
40,GPT4,R2,5,5,3,5,3
40,Llama,R1,5,5,5,5,2
40,Llama,R3,5,5,5,5,2
40,Llama,R2,5,5,4,5,4
41,GPT35,R1,5,5,5,5,3
41,GPT35,R3,5,5,5,5,3
41,GPT35,R2,5,5,5,5,4
41,GPT4,R1,3,5,5,5,5
41,GPT4,R3,5,5,5,5,5
41,GPT4,R2,5,5,5,5,4
41,Llama,R1,3,5,5,5,3
41,Llama,R3,5,5,5,5,3
41,Llama,R2,5,5,5,5,4
42,GPT35,R1,3,5,5,5,5
42,GPT35,R3,5,5,5,5,5
42,GPT35,R2,5,5,5,5,4
42,GPT4,R1,3,5,5,5,5
42,GPT4,R3,5,5,5,5,4
42,GPT4,R2,5,5,5,4,4
42,Llama,R1,3,5,5,5,5
42,Llama,R3,5,5,5,5,3
42,Llama,R2,5,5,5,5,5
43,GPT35,R1,5,5,5,5,5
43,GPT35,R3,5,5,5,5,5
43,GPT35,R2,5,5,5,5,5
43,GPT4,R1,5,5,5,5,5
43,GPT4,R3,2,5,5,5,5
43,GPT4,R2,5,5,4,5,4
43,Llama,R1,3,5,5,5,5
43,Llama,R3,5,5,2,5,5
43,Llama,R2,5,5,4,5,5
44,GPT35,R1,5,5,5,5,5
44,GPT35,R3,5,5,5,5,5
44,GPT35,R2,5,5,5,5,5
44,GPT4,R1,5,5,5,5,5
44,GPT4,R3,5,5,5,5,3
44,GPT4,R2,5,5,5,5,5
44,Llama,R1,5,5,5,5,5
44,Llama,R3,5,5,5,5,5
44,Llama,R2,5,5,5,5,5
45,GPT35,R1,2,5,5,5,3
45,GPT35,R3,5,5,5,5,3
45,GPT35,R2,5,5,5,5,4
45,GPT4,R1,2,5,5,5,4
45,GPT4,R3,5,5,5,5,5
45,GPT4,R2,5,5,5,5,4
45,Llama,R1,5,5,5,5,5
45,Llama,R3,5,5,5,5,5
45,Llama,R2,5,5,5,5,5
46,GPT35,R1,1,5,1,5,5
46,GPT35,R3,5,5,5,5,5
46,GPT35,R2,5,5,5,4,4
46,GPT4,R1,1,5,1,5,4
46,GPT4,R3,5,5,5,5,5
46,GPT4,R2,5,5,5,4,4
46,Llama,R1,1,5,1,5,5
46,Llama,R3,5,5,5,5,5
46,Llama,R2,5,5,5,4,4
47,GPT35,R1,5,4,3,4,4
47,GPT35,R3,5,5,5,5,3
47,GPT35,R2,5,5,5,4,4
47,GPT4,R1,5,5,5,5,4
47,GPT4,R3,5,5,5,5,5
47,GPT4,R2,5,5,5,5,5
47,Llama,R1,5,5,5,5,5
47,Llama,R3,5,5,5,5,5
47,Llama,R2,5,5,5,5,5
48,GPT35,R1,5,5,5,5,5
48,GPT35,R3,5,5,5,5,5
48,GPT35,R2,5,5,5,5,5
48,GPT4,R1,5,5,3,5,5
48,GPT4,R3,2,5,5,5,5
48,GPT4,R2,5,3,5,5,5
48,Llama,R1,5,5,5,5,5
48,Llama,R3,5,5,5,5,5
48,Llama,R2,5,5,5,5,5
49,GPT35,R1,1,5,5,5,3
49,GPT35,R3,5,5,5,5,5
49,GPT35,R2,5,5,4,5,4
49,GPT4,R1,5,5,5,5,5
49,GPT4,R3,5,5,5,5,5
49,GPT4,R2,5,5,5,5,5
49,Llama,R1,5,5,5,5,5
49,Llama,R3,5,5,5,5,5
49,Llama,R2,5,5,5,5,5
50,GPT35,R1,5,5,5,5,4
50,GPT35,R3,2,5,2,5,5
50,GPT35,R2,5,5,5,5,4
50,GPT4,R1,5,5,5,5,5
50,GPT4,R3,2,5,5,5,5
50,GPT4,R2,5,5,5,5,5
50,Llama,R1,5,5,1,5,5
50,Llama,R3,5,5,5,5,5
50,Llama,R2,5,5,5,5,5
51,GPT35,R1,5,5,5,5,4
51,GPT35,R3,5,5,5,5,5
51,GPT35,R2,5,5,4,4,4
51,GPT4,R1,5,5,5,5,3
51,GPT4,R3,4,5,2,5,5
51,GPT4,R2,5,5,3,5,5
51,Llama,R1,5,5,1,2,1
51,Llama,R3,5,5,5,5,2
51,Llama,R2,5,5,3,5,3
52,GPT35,R1,5,5,3,5,5
52,GPT35,R3,2,5,5,5,5
52,GPT35,R2,5,5,3,5,5
52,GPT4,R1,5,5,5,5,5
52,GPT4,R3,5,5,5,5,5
52,GPT4,R2,5,5,5,5,5
52,Llama,R1,5,5,1,2,2
52,Llama,R3,5,5,5,5,3
52,Llama,R2,5,5,3,5,3
53,GPT35,R1,5,5,2,5,5
53,GPT35,R3,5,5,2,5,5
53,GPT35,R2,5,5,5,5,5
53,GPT4,R1,5,5,5,5,2
53,GPT4,R3,5,5,5,5,2
53,GPT4,R2,5,5,3,5,3
53,Llama,R1,5,5,2,5,4
53,Llama,R3,2,5,5,5,4
53,Llama,R2,5,5,5,5,5
54,GPT35,R1,4,4,4,5,3
54,GPT35,R3,5,5,5,5,5
54,GPT35,R2,5,3,4,5,5
54,GPT4,R1,5,4,4,5,3
54,GPT4,R3,5,5,5,5,5
54,GPT4,R2,5,3,4,5,5
54,Llama,R1,5,5,5,5,3
54,Llama,R3,5,5,5,5,5
54,Llama,R2,5,5,4,5,5
55,GPT35,R1,5,5,4,5,4
55,GPT35,R3,2,5,5,5,5
55,GPT35,R2,5,5,5,5,5
55,GPT4,R1,5,5,5,5,5
55,GPT4,R3,5,5,5,5,5
55,GPT4,R2,5,5,5,5,5
55,Llama,R1,5,5,5,5,1
55,Llama,R3,5,5,5,5,3
55,Llama,R2,5,5,5,5,4
56,GPT35,R1,5,4,5,5,5
56,GPT35,R3,5,5,5,5,5
56,GPT35,R2,5,5,5,4,4
56,GPT4,R1,5,4,5,5,5
56,GPT4,R3,5,5,5,5,5
56,GPT4,R2,5,3,5,5,5
56,Llama,R1,5,5,4,5,4
56,Llama,R3,5,5,5,5,5
56,Llama,R2,5,5,5,4,4
57,GPT35,R1,5,5,4,5,3
57,GPT35,R3,5,5,5,5,5
57,GPT35,R2,5,5,5,4,4
57,GPT4,R1,5,5,5,5,4
57,GPT4,R3,5,5,2,5,5
57,GPT4,R2,5,5,5,5,5
57,Llama,R1,5,5,3,5,3
57,Llama,R3,5,5,5,5,3
57,Llama,R2,5,5,5,4,4
58,GPT35,R1,5,4,3,5,4
58,GPT35,R3,5,5,5,5,5
58,GPT35,R2,5,3,5,4,4
58,GPT4,R1,5,4,4,3,3
58,GPT4,R3,5,5,2,5,4
58,GPT4,R2,5,5,5,5,5
58,Llama,R1,5,5,4,5,4
58,Llama,R3,5,5,5,5,5
58,Llama,R2,5,5,5,4,5
59,GPT35,R1,5,5,5,5,5
59,GPT35,R3,5,5,5,5,5
59,GPT35,R2,5,5,5,5,3
59,GPT4,R1,5,5,5,5,5
59,GPT4,R3,5,5,5,5,5
59,GPT4,R2,5,5,5,5,5
59,Llama,R1,5,5,5,5,5
59,Llama,R3,5,5,5,5,5
59,Llama,R2,5,5,5,5,5
60,GPT35,R1,5,5,3,5,5
60,GPT35,R3,5,5,2,5,5
60,GPT35,R2,5,5,3,5,5
60,GPT4,R1,5,5,3,5,4
60,GPT4,R3,5,5,2,5,5
60,GPT4,R2,5,5,3,5,5
60,Llama,R1,5,5,5,5,4
60,Llama,R3,5,5,5,5,3
60,Llama,R2,5,5,3,5,5
61,GPT35,R1,5,5,5,5,4
61,GPT35,R3,5,5,5,5,5
61,GPT35,R2,5,5,5,5,5
61,GPT4,R1,5,5,5,5,4
61,GPT4,R3,5,5,5,5,5
61,GPT4,R2,5,5,5,5,5
61,Llama,R1,5,4,5,5,3
61,Llama,R3,5,5,5,5,2
61,Llama,R2,5,3,5,5,5
62,GPT35,R1,5,5,2,5,5
62,GPT35,R3,2,5,5,5,5
62,GPT35,R2,5,5,5,4,4
62,GPT4,R1,5,2,2,5,5
62,GPT4,R3,5,5,5,5,5
62,GPT4,R2,5,3,3,4,4
62,Llama,R1,5,4,3,5,1
62,Llama,R3,5,5,5,5,2
62,Llama,R2,5,3,5,5,3
63,GPT35,R1,5,5,5,5,4
63,GPT35,R3,5,2,5,5,5
63,GPT35,R2,5,3,5,5,5
63,GPT4,R1,5,5,5,5,5
63,GPT4,R3,5,5,5,5,5
63,GPT4,R2,5,3,5,5,5
63,Llama,R1,5,5,5,5,3
63,Llama,R3,5,5,5,5,3
63,Llama,R2,5,5,4,4,4
64,GPT35,R1,5,1,5,5,4
64,GPT35,R3,5,5,5,5,5
64,GPT35,R2,5,5,5,5,5
64,GPT4,R1,4,3,5,5,4
64,GPT4,R3,5,5,5,5,5
64,GPT4,R2,5,5,4,4,4
64,Llama,R1,5,4,4,5,1
64,Llama,R3,5,5,5,5,2
64,Llama,R2,5,5,3,4,3
65,GPT35,R1,5,4,4,5,4
65,GPT35,R3,5,5,5,5,5
65,GPT35,R2,5,5,5,5,5
65,GPT4,R1,5,4,3,5,5
65,GPT4,R3,5,5,5,5,5
65,GPT4,R2,5,2,5,5,5
65,Llama,R1,5,4,2,5,3
65,Llama,R3,5,5,5,5,3
65,Llama,R2,5,5,4,5,4
66,GPT35,R1,5,4,5,5,5
66,GPT35,R3,5,5,5,5,5
66,GPT35,R2,5,3,5,5,5
66,GPT4,R1,5,5,5,5,5
66,GPT4,R3,5,5,5,5,5
66,GPT4,R2,5,5,5,5,5
66,Llama,R1,5,5,5,5,5
66,Llama,R3,5,5,5,5,5
66,Llama,R2,5,5,5,5,5
67,GPT35,R1,5,5,5,5,5
67,GPT35,R3,5,5,5,5,5
67,GPT35,R2,5,5,4,5,5
67,GPT4,R1,5,5,5,5,5
67,GPT4,R3,5,2,5,5,5
67,GPT4,R2,5,3,5,5,5
67,Llama,R1,5,5,5,5,4
67,Llama,R3,5,5,5,5,3
67,Llama,R2,5,5,5,5,3
68,GPT35,R1,5,5,5,5,5
68,GPT35,R3,5,5,3,5,5
68,GPT35,R2,5,5,4,5,5
68,GPT4,R1,5,5,5,5,5
68,GPT4,R3,5,5,5,5,4
68,GPT4,R2,5,5,5,5,4
68,Llama,R1,5,5,5,5,4
68,Llama,R3,5,5,5,5,3
68,Llama,R2,5,5,5,5,4
69,GPT35,R1,4,5,5,5,5
69,GPT35,R3,2,5,5,5,5
69,GPT35,R2,5,5,5,5,4
69,GPT4,R1,5,5,5,5,4
69,GPT4,R3,5,5,5,5,5
69,GPT4,R2,5,3,5,5,5
69,Llama,R1,5,5,5,4,3
69,Llama,R3,5,5,5,5,3
69,Llama,R2,5,5,5,4,3
70,GPT35,R1,5,5,5,3,3
70,GPT35,R3,5,5,5,5,5
70,GPT35,R2,5,3,5,5,3
70,GPT4,R1,5,5,5,3,3
70,GPT4,R3,5,5,5,5,5
70,GPT4,R2,5,5,5,5,5
70,Llama,R1,5,5,5,3,1
70,Llama,R3,5,5,2,5,2
70,Llama,R2,5,5,5,5,3
71,GPT35,R1,5,5,5,5,4
71,GPT35,R3,5,5,5,5,5
71,GPT35,R2,5,5,5,5,5
71,GPT4,R1,5,4,5,5,4
71,GPT4,R3,5,5,5,5,5
71,GPT4,R2,5,3,5,5,5
71,Llama,R1,5,5,5,5,4
71,Llama,R3,5,5,5,5,5
71,Llama,R2,5,5,5,5,3
72,GPT35,R1,4,5,5,5,4
72,GPT35,R3,5,5,5,5,5
72,GPT35,R2,5,5,5,5,5
72,GPT4,R1,4,4,5,5,4
72,GPT4,R3,5,5,5,5,5
72,GPT4,R2,5,3,5,5,5
72,Llama,R1,5,4,5,5,1
72,Llama,R3,5,5,5,5,2
72,Llama,R2,5,5,5,5,2
73,GPT35,R1,5,5,5,5,5
73,GPT35,R3,5,5,5,5,5
73,GPT35,R2,5,3,5,5,5
73,GPT4,R1,5,4,5,5,4
73,GPT4,R3,5,5,5,5,5
73,GPT4,R2,5,3,5,5,5
73,Llama,R1,5,5,5,5,3
73,Llama,R3,5,5,5,5,3
73,Llama,R2,5,5,3,5,3
74,GPT35,R1,3,5,5,5,4
74,GPT35,R3,2,5,5,5,5
74,GPT35,R2,5,5,5,5,4
74,GPT4,R1,3,5,5,5,4
74,GPT4,R3,2,5,5,5,5
74,GPT4,R2,5,5,5,5,4
74,Llama,R1,3,5,5,5,4
74,Llama,R3,5,5,5,5,5
74,Llama,R2,5,5,5,5,4
75,GPT35,R1,5,4,5,5,4
75,GPT35,R3,5,5,5,5,5
75,GPT35,R2,5,2,5,5,5
75,GPT4,R1,5,4,5,5,4
75,GPT4,R3,2,5,5,5,5
75,GPT4,R2,5,3,5,5,5
75,Llama,R1,5,5,5,5,3
75,Llama,R3,2,5,5,5,5
75,Llama,R2,5,5,5,5,5
76,GPT35,R1,5,5,5,5,5
76,GPT35,R3,5,5,5,5,5
76,GPT35,R2,5,5,5,5,5
76,GPT4,R1,5,5,5,5,5
76,GPT4,R3,5,5,5,5,5
76,GPT4,R2,5,5,5,5,5
76,Llama,R1,5,5,5,5,5
76,Llama,R3,5,5,5,5,5
76,Llama,R2,5,5,5,5,5
77,GPT35,R1,5,5,5,5,5
77,GPT35,R3,5,5,5,5,5
77,GPT35,R2,5,5,4,5,5
77,GPT4,R1,5,5,5,5,4
77,GPT4,R3,5,5,5,5,3
77,GPT4,R2,5,5,5,4,4
77,Llama,R1,5,5,5,5,4
77,Llama,R3,5,5,5,5,2
77,Llama,R2,5,5,5,5,5
78,GPT35,R1,5,5,5,5,5
78,GPT35,R3,5,5,5,5,5
78,GPT35,R2,5,5,5,5,5
78,GPT4,R1,5,5,5,4,1
78,GPT4,R3,5,5,5,5,2
78,GPT4,R2,5,5,5,4,3
78,Llama,R1,5,5,5,5,1
78,Llama,R3,5,5,5,5,2
78,Llama,R2,5,5,5,5,4
79,GPT35,R1,5,5,5,5,5
79,GPT35,R3,5,2,5,5,5
79,GPT35,R2,5,5,5,5,5
79,GPT4,R1,5,4,5,5,4
79,GPT4,R3,5,5,5,5,5
79,GPT4,R2,5,3,5,5,3
